Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
60.23,22,61009.1,198.45,Focused coherent success,Port Douglasborough,Male,Eritrea,2/6/2016 17:48,0
35.61,37,67132.46,258.62,Vision-oriented attitude-oriented Internet solution,South Lisa,Female,Netherlands,7/23/2016 4:04,1
81.58,41,57846.68,126.39,Synergistic reciprocal attitude,West Lisa,Male,Turkey,5/31/2016 23:42,1
37,30,58677.69,219.94,Synchronized systemic hierarchy,Reyesfurt,Female,Qatar,1/5/2016 20:58,0
59.88,26,46033.73,207.17,De-engineered tertiary secured line,East Kevinbury,Male,Singapore,6/21/2016 14:32,0
54.43,37,61228.96,258.62,Cloned object-oriented benchmark,Westshire,Female,Micronesia,5/8/2016 22:24,1
41.73,31,61840.26,207.17,Sharable reciprocal project,West Angelabury,Male,Slovenia,6/16/2016 2:01,0
55.6,35,42993.48,221.18,Total cohesive moratorium,West Wendyland,Male,Luxembourg,1/26/2016 2:47,1
41.73,28,71222.4,221.94,Phased hybrid superstructure,Westshire,Female,Czech Republic,5/6/2016 21:07,1
41.73,28,67132.46,217.37,Cross-group non-volatile secured line,South Patrickfort,Female,Gabon,1/8/2016 22:47,0
41.73,28,67301.39,217.37,Managed zero tolerance concept,West Joseph,Male,Luxembourg,2/14/2016 10:06,1
78.64,39,49282.87,258.62,Seamless cohesive conglomeration,Westshire,Male,Belize,2/9/2016 7:21,1
62.26,32,70505.06,221.21,Profound maximized workforce,Lake Matthewland,Female,Fiji,5/24/2016 13:30,1
51.24,36,61610.05,140.46,Reverse-engineered context-sensitive emulation,Elizabethport,Female,Uganda,2/3/2016 7:59,1
52.84,26,56694.12,131.68,Optional secondary access,Shelbyport,Female,Austria,5/15/2016 13:18,0
78.64,41,50628.31,144.77,Managed zero tolerance concept,Jamesmouth,Male,Ethiopia,4/26/2016 13:13,1
41.73,28,71222.4,217.37,Inverse local hub,Reyesfurt,Female,Gabon,6/30/2016 0:19,0
80.3,29,66504.16,173.43,Managed client-server access,South Cynthiashire,Male,Australia,1/5/2016 16:26,1
71.03,39,38067.08,207.17,Intuitive exuding service-desk,New Michael,Female,Zambia,6/7/2016 23:46,0
80.3,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,4/4/2016 20:01,1
62.26,25,50671.6,138.71,Business-focused transitional solution,Hansenmouth,Male,Georgia,4/28/2016 2:55,0
51.24,36,76003.47,203.9,Decentralized attitude-oriented interface,New James,Male,Belize,1/3/2016 16:01,1
55.6,35,50506.44,214.42,Robust uniform framework,Shawstad,Female,Saint Vincent and the Grenadines,6/29/2016 2:48,0
71.84,39,56180.93,165.52,Enterprise-wide tangible model,West Angelabury,Male,American Samoa,1/14/2016 16:30,0
71.28,36,29398.61,222.25,Virtual scalable secured line,Gonzalezburgh,Female,Ukraine,2/26/2016 19:48,0
62.42,22,63363.04,245.89,Managed client-server access,Browntown,Male,Guernsey,4/9/2016 16:31,0
83.71,38,57868.44,130.83,Pre-emptive content-based frame,Stewartbury,Male,Western Sahara,4/22/2016 2:07,1
71.28,54,37908.29,182.2,Virtual scalable secured line,West James,Female,Cook Islands,2/26/2016 19:48,1
76.87,43,66873.9,198.45,Managed client-server access,Lake Deannaborough,Male,Yemen,6/17/2016 9:38,0
68.88,42,59243.46,143.13,Robust logistical utilization,Hubbardmouth,Male,United Kingdom,4/6/2016 11:24,1
76.06,39,37334.78,258.62,Cloned object-oriented benchmark,Westshire,Female,Micronesia,5/8/2016 22:24,1
51.24,36,59240.24,128.62,Automated object-oriented firmware,Hatfieldshire,Female,Kazakhstan,3/13/2016 20:35,0
43.6,35,51119.93,109.07,Future-proofed methodical protocol,Youngfort,Male,Togo,6/29/2016 13:35,1
56.3,29,61172.07,216.49,Sharable reciprocal project,Chrismouth,Male,Niger,1/26/2016 2:47,0
79.81,34,34191.23,168.34,Cloned explicit middleware,Kingshire,Male,Equatorial Guinea,3/11/2016 0:05,0
56.34,40,31265.75,232.78,Sharable reciprocal project,South Walter,Male,Bolivia,5/8/2016 10:25,0
46.14,26,56694.12,190.17,Versatile next generation pricing structure,West Brenda,Female,Gabon,2/15/2016 16:52,0
34.78,30,66359.32,229.99,Operative stable moderator,Shelbyport,Male,Puerto Rico,1/20/2016 19:09,0
73.49,26,53336.76,131.68,Persistent even-keeled application,Shelbyport,Male,Mauritius,3/11/2016 6:49,0
55.55,39,48335.2,124.44,Intuitive exuding service-desk,Garciatown,Female,Qatar,1/3/2016 7:13,0
76.87,31,56180.93,207.17,Balanced empowering success,Laurieside,Female,Singapore,6/21/2016 14:32,0
85.62,25,50506.44,140.46,Digitized content-based circuit,West Aprilport,Female,Lao People's Democratic Republic,1/3/2016 7:13,0
46.14,28,39799.73,217.37,Sharable reciprocal project,Reyesfurt,Female,Gabon,5/4/2016 12:06,0
39.36,42,57868.44,120.75,Virtual 5thgeneration neural-net,Stewartbury,Male,Czech Republic,2/19/2016 13:26,1
41.73,34,40763.13,160.03,Cloned explicit middleware,Randolphport,Male,Saint Vincent and the Grenadines,2/27/2016 8:52,1
41.73,31,42078.89,171.23,Sharable reciprocal project,Port Kathleenfort,Female,Singapore,6/21/2016 14:32,0
52.84,23,25739.09,172.81,Phased clear-thinking encoding,Hubbardmouth,Female,Czech Republic,1/14/2016 14:00,1
63.45,31,61840.26,207.17,Sharable secondary Graphical User Interface,North Katie,Male,Hong Kong,1/16/2016 17:56,0
81.1,31,58235.21,207.17,Sharable reciprocal project,Lopezberg,Male,American Samoa,5/19/2016 11:16,0
65.77,34,59785.94,160.03,Cloned explicit middleware,New Tinamouth,Female,Jamaica,4/27/2016 4:28,1
43.49,37,75180.2,195.69,Managed client-server access,Sarafurt,Male,Australia,4/4/2016 20:01,0
59.59,22,31215.88,121.07,Customizable modular Internet solution,Silvaton,Female,United States of America,7/3/2016 4:11,0
72.23,30,50671.6,244.91,De-engineered attitude-oriented projection,Danielview,Male,Guinea,4/27/2016 4:28,0
46.61,55,58633.63,187.76,Function-based context-sensitive secured line,Gilbertville,Female,Tonga,4/21/2016 9:30,1
72.97,25,50671.6,241.03,Pre-emptive next generation Internet solution,Lake Rhondaburgh,Male,Georgia,3/18/2016 13:00,0
60.23,44,60575.99,139.34,Focused coherent success,Wilcoxport,Male,Northern Mariana Islands,4/3/2016 21:13,0
80.51,55,55015.08,157.04,Decentralized client-driven data-warehouse,East Graceland,Female,Tonga,4/21/2016 9:30,1
39.36,44,66025.11,231.48,Monitored context-sensitive initiative,Hubbardmouth,Male,Czech Republic,5/19/2016 11:16,0
36.08,35,54324.73,167.42,De-engineered attitude-oriented projection,West Samantha,Female,Qatar,1/5/2016 20:58,0
76.2,33,47929.83,178.69,Adaptive contextually-based methodology,New Taylorburgh,Male,Indonesia,2/9/2016 5:28,0
40.47,35,42696.67,168.41,Stand-alone empowering benchmark,Williamport,Male,Hong Kong,3/14/2016 23:13,0
56.39,40,73882.91,167.22,Extended systemic policy,Garciatown,Female,Qatar,1/3/2016 7:13,0
85.62,25,50506.44,241.03,Pre-emptive next generation Internet solution,Hansenmouth,Male,Georgia,4/28/2016 2:55,0
42.04,52,73049.3,230.18,Horizontal client-server database,Lisafort,Male,Cuba,1/18/2016 2:51,0
59.22,40,73882.91,133.2,Upgradable asymmetric emulation,Davidstad,Male,Samoa,3/9/2016 14:57,0
36.73,31,59677.64,207.17,Sharable reciprocal project,Wintersfort,Male,Switzerland,6/16/2016 2:01,0
48.46,25,50506.44,241.03,Optional multi-state hardware,West Aprilport,Female,Grenada,1/3/2016 7:13,0
80.99,26,68030.18,154.74,Extended systemic policy,Whiteport,Male,Saint Lucia,3/18/2016 13:00,0
80.3,29,69718.19,153.76,Balanced executive definition,Mullenside,Female,Burundi,3/26/2016 19:54,0
85.62,25,50506.44,202.18,Customizable multi-tasking website,West Aprilport,Female,Qatar,1/3/2016 7:13,0
89,51,74535.94,188.56,Extended context-sensitive monitoring,New Thomas,Male,Vanuatu,3/6/2016 11:36,1
51.24,54,38609.2,182.2,Virtual scalable secured line,West James,Female,South Africa,3/31/2016 20:55,0
44.78,26,56694.12,190.17,Intuitive explicit firmware,East Kevinbury,Female,Bangladesh,1/23/2016 4:47,1
43.49,31,59677.64,207.17,Customizable zero-defect Internet solution,Melissastad,Male,Hong Kong,7/9/2016 11:18,0
78.7,33,57868.44,178.75,Cross-platform 4thgeneration focus group,Hobbsbury,Female,Hungary,5/28/2016 12:38,1
52.68,32,70505.06,172.83,Focused upward-trending core,Lisafort,Female,Chile,4/28/2016 22:54,0
64.75,31,56180.93,135.18,Automated mobile model,Laurieside,Female,Timor-Leste,1/3/2016 7:13,0
71.14,31,51739.63,207.17,De-engineered tertiary secured line,West Angelabury,Male,Hong Kong,6/2/2016 21:02,0
55.6,24,52252.91,182.2,Up-sized 6thgeneration moratorium,West James,Female,Algeria,2/25/2016 16:33,0
43.67,26,53336.76,259.76,Business-focused real-time toolset,West Aprilport,Female,United Arab Emirates,3/8/2016 18:00,0
40.04,42,60514.05,238.58,Innovative interactive portal,West Amanda,Female,Costa Rica,5/19/2016 14:30,1
55.6,35,42993.48,236.87,Robust uniform framework,Karenmouth,Female,Mayotte,4/7/2016 15:18,1
65.65,30,57877.15,198.72,Versatile dedicated software,Lisafort,Female,Qatar,6/29/2016 10:50,0
65.65,41,49850.52,219.94,De-engineered attitude-oriented projection,Bradleyside,Female,Qatar,1/5/2016 20:58,0
80.3,49,39031.89,195.69,Streamlined homogeneous analyzer,West Brandonton,Male,Australia,4/4/2016 20:01,1
80.31,45,32252.38,207.17,Sharable reciprocal project,Lake Brian,Female,Bouvet Island (Bouvetoya),2/26/2016 22:46,0
60.23,44,65883.39,139.34,Focused coherent success,Boyerberg,Male,Cote d'Ivoire,1/30/2016 16:15,0
79.54,41,57846.68,227.63,Synergistic reciprocal attitude,Michaelmouth,Male,Turkey,5/31/2016 23:42,1
82.07,38,57868.44,122.04,Universal 24/7 implementation,Stewartbury,Male,Finland,1/5/2016 20:58,0
79.52,41,57846.68,126.39,Distributed maximized ability,Palmerside,Female,Micronesia,2/16/2016 12:05,1
55.6,39,35253.98,230.52,Intuitive exuding service-desk,Westshire,Female,Costa Rica,5/8/2016 22:24,1
78.64,32,69481.85,230.18,Total cohesive moratorium,North Daniel,Male,Saudi Arabia,6/9/2016 21:43,1
43.6,35,55121.65,204.79,Cloned dedicated analyzer,East Connie,Male,American Samoa,7/9/2016 11:18,0
80.3,52,33951.63,186.37,Universal empowering adapter,Shawnside,Female,Eritrea,7/19/2016 8:32,1
42.04,49,45632.51,113.8,Streamlined homogeneous analyzer,West Brandonton,Female,Netherlands,2/5/2016 16:50,1
40.04,28,67669.06,199.39,Synchronized user-facing core,Kennedyfurt,Male,United States Virgin Islands,4/18/2016 15:54,0
41.73,31,61840.26,212.87,Sharable reciprocal project,West Steven,Male,Singapore,5/18/2016 3:19,0
82.07,22,73941.91,133.2,Stand-alone well-modulated product,East Carlos,Female,United States of America,7/3/2016 4:11,0
45.99,33,61005.87,113.12,Front-line methodical utilization,Lake Deannaborough,Male,Iran,6/12/2016 21:21,0
56.39,29,69646.35,191.82,Visionary asymmetric encryption,West Katiefurt,Male,Portugal,1/5/2016 16:26,1
43.49,37,58235.21,109.29,Organized global flexibility,New Brandy,Male,Luxembourg,7/21/2016 10:01,0
35.61,35,25603.93,236.87,Optional multi-state hardware,West Roytown,Female,Faroe Islands,6/29/2016 2:48,0
86.06,32,69481.85,178.92,Total cohesive moratorium,North Daniel,Male,Saudi Arabia,7/13/2016 11:41,1
47.48,29,69646.35,219.94,Mandatory coherent groupware,Christinetown,Female,Burundi,4/17/2016 21:39,0
68.88,23,55121.65,172.81,Phased clear-thinking encoding,Hollandberg,Male,United States Virgin Islands,3/9/2016 3:41,0
37,30,57877.15,138.71,Business-focused transitional solution,New Tinamouth,Male,Bolivia,5/8/2016 10:25,0
40.01,45,76480.16,137.24,Enhanced homogeneous moderator,Wintersfort,Male,Micronesia,7/10/2016 17:24,1
70.58,28,73207.15,230.52,Streamlined homogeneous analyzer,Westshire,Female,Uruguay,2/27/2016 12:34,1
70.29,31,52178.98,240.64,Optional full-range projection,Lake Kevin,Male,Bouvet Island (Bouvetoya),6/21/2016 14:32,0
40.47,36,31281.01,222.25,Front-line bandwidth-monitored capacity,Deannaville,Male,Chad,6/20/2016 8:22,0
62.26,28,59457.52,187.76,Business-focused real-time toolset,Bakerhaven,Male,Cote d'Ivoire,2/26/2016 6:00,0
55.92,34,59785.94,160.03,Cloned explicit middleware,East Timothy,Female,Hungary,4/27/2016 4:28,1
55.6,37,58235.21,109.29,Front-line dynamic model,Mataberg,Male,Sri Lanka,1/26/2016 2:47,0
41.73,28,67669.06,217.37,Inverse local hub,Reyesfurt,Female,Croatia,2/26/2016 1:18,0
78.84,35,23410.75,225.58,Robust uniform framework,Wrightburgh,Female,Myanmar,7/12/2016 10:56,0
54.88,22,67058.72,121.07,Customizable modular Internet solution,North Angelatown,Female,United States of America,7/3/2016 4:11,0
80.47,38,57868.44,206.98,Robust responsive collaboration,Port Jodi,Male,Jersey,5/19/2016 14:30,1
60.23,43,57868.44,198.45,Optimized upward-trending productivity,Port Jeffrey,Male,Northern Mariana Islands,4/3/2016 21:13,1
51.87,46,66291.67,218.61,Virtual impactful algorithm,Amandahaven,Male,Australia,1/12/2016 10:07,1
88.12,26,53336.76,131.68,Extended systemic policy,Melissastad,Male,Singapore,6/10/2016 3:56,0
43.49,28,53058.91,230.52,Intuitive exuding service-desk,Westshire,Female,Egypt,2/27/2016 12:34,1
40.17,26,62669.59,228.78,Business-focused transitional solution,Williamport,Male,Ghana,1/8/2016 19:38,0
69.62,34,34191.23,203.84,Cloned explicit middleware,North Isabellaville,Male,Hungary,3/11/2016 0:05,0
55.6,27,36884.23,231.42,Fully-configurable foreground solution,Lindsaymouth,Male,Netherlands Antilles,6/17/2016 20:18,0
88.12,26,74903.41,228.78,Optimized intermediate help-desk,East Kevinbury,Male,Egypt,1/5/2016 6:34,0
86.06,24,64698.58,161.16,Realigned content-based leverage,Whiteport,Male,Somalia,1/3/2016 16:01,0
78.84,36,59240.24,222.25,Up-sized incremental encryption,North Brandon,Female,Ukraine,4/12/2016 4:22,0
66.08,19,31215.88,133.2,Digitized content-based circuit,West Shannon,Female,Burundi,7/3/2016 4:11,0
81.58,41,63363.04,167.86,Front-line multi-state hub,East Maureen,Male,Croatia,5/13/2016 11:57,1
65.59,39,59677.64,212.87,Robust transitional ability,North Regina,Male,Canada,6/20/2016 14:20,0
79.52,41,57846.68,126.39,Face-to-face even-keeled website,West Lisa,Female,El Salvador,1/5/2016 17:56,1
80.47,43,51119.93,198.45,Optimized upward-trending productivity,Port Jeffrey,Male,Northern Mariana Islands,4/3/2016 21:13,1
73.72,39,37334.78,236.87,Vision-oriented attitude-oriented Internet solution,Karenmouth,Female,Saint Vincent and the Grenadines,2/29/2016 23:56,1
51.24,27,63879.72,190.17,Monitored dynamic instruction set,Lake Matthewland,Female,United Arab Emirates,5/17/2016 6:14,1
81.22,41,57846.68,172.57,Face-to-face even-keeled website,East Graceland,Female,El Salvador,1/27/2016 18:25,1
61.22,36,32549.95,115.26,Reverse-engineered well-modulated capability,Jacquelineshire,Male,Netherlands Antilles,4/7/2016 15:18,0
42.04,37,23936.86,231.28,Vision-oriented attitude-oriented Internet solution,Youngfort,Female,Croatia,2/10/2016 19:20,1
80.99,26,68030.18,131.68,Reactive composite project,Williamport,Male,Sri Lanka,5/31/2016 23:42,0
75.55,40,73882.91,139.02,Upgradable asymmetric emulation,Brianabury,Male,Greece,7/3/2016 4:11,0
49.21,52,47708.42,229.12,Synergistic stable infrastructure,Youngfort,Female,Greece,4/4/2016 8:19,1
41.49,32,69481.85,118.27,Profound maximized workforce,Lake Matthewland,Female,Lebanon,3/7/2016 20:02,1
37,30,57877.15,201.58,Total 5thgeneration standardization,Daisymouth,Male,Bolivia,6/29/2016 10:50,0
62.26,25,50671.6,241.03,Pre-emptive next generation Internet solution,Nelsonfurt,Male,Korea,4/7/2016 15:18,0
56.16,29,54286.1,120.06,Polarized 5thgeneration matrix,East Tiffanyport,Female,Cayman Islands,1/11/2016 2:07,1
49.21,27,14548.06,193.29,Synchronized systemic hierarchy,Olsonside,Female,Ukraine,1/25/2016 7:52,0
41.73,28,59677.64,120.49,Organized global flexibility,West Joseph,Male,Luxembourg,4/21/2016 19:56,0
73.89,31,55121.65,236.87,Synergized multimedia emulation,Andrewmouth,Female,Czech Republic,5/6/2016 21:07,1
44.4,53,57877.15,111.94,Business-focused transitional solution,New Tinamouth,Male,Bolivia,5/8/2016 10:25,1
42.04,37,62772.42,195.69,Managed client-server access,Lake James,Male,Sri Lanka,6/16/2016 2:01,0
46.61,45,74903.41,174.88,Secured 24hour policy,Harmonhaven,Female,Taiwan,3/5/2016 12:03,1
75.55,36,59240.24,140.46,Intuitive exuding service-desk,North Brandon,Female,Qatar,2/26/2016 19:48,0
71.84,39,31281.01,207.17,De-engineered tertiary secured line,West Angelabury,Male,French Polynesia,1/14/2016 16:30,0
80.3,37,70492.6,195.69,Managed client-server access,Sarafurt,Male,Australia,4/4/2016 20:01,0
79.54,41,57846.68,137.24,Synergized context-sensitive database,New Travistown,Female,Micronesia,4/4/2016 18:36,1
43.49,37,58235.21,195.69,Managed client-server access,Sarafurt,Male,Australia,4/4/2016 20:01,0
54.88,40,73941.91,139.02,Distributed leadingedge orchestration,West Gregburgh,Female,Greece,7/3/2016 4:11,0
51.38,46,40468.53,193.29,Customer-focused optimizing moderator,Lake Evantown,Female,Belgium,6/3/2016 21:43,1
43.84,36,50628.31,133.9,Upgradable optimizing toolset,Youngfort,Male,Guinea,4/22/2016 0:28,1
81.98,22,41547.62,210.87,Focused coherent success,Sarahland,Female,United States of America,1/30/2016 16:15,0
76.2,33,41547.62,204.02,Diverse modular interface,New Thomas,Male,Niger,2/3/2016 15:15,0
54.37,24,52252.91,182.2,Up-sized bifurcated capability,West Ricardo,Female,Algeria,3/3/2016 22:31,0
41.73,28,71222.4,217.37,Down-sized bandwidth-monitored core,West Joseph,Female,Gabon,5/4/2016 12:06,0
68.11,26,74903.41,228.78,Stand-alone eco-centric system engine,East Kevinbury,Male,Bosnia and Herzegovina,1/1/2016 15:14,1
62.26,36,32549.95,115.26,Synergized coherent interface,Lake Patrick,Male,Netherlands Antilles,4/4/2016 11:39,0
56.34,40,62669.59,122.59,Upgradable optimizing toolset,South Walter,Male,Ethiopia,5/8/2016 10:25,0
66.26,28,38067.08,180.47,Networked impactful framework,Lake Gerald,Female,Gabon,2/15/2016 16:52,0
51.24,36,61610.05,140.46,Up-sized incremental encryption,New Rebecca,Female,El Salvador,1/3/2016 16:01,1
56.16,30,33293.78,228.81,Total 5thgeneration standardization,Kristinfurt,Female,Cameroon,3/9/2016 6:22,0
62.42,29,69646.35,190.12,Managed client-server access,Evansfurt,Male,Israel,2/9/2016 5:28,0
55.6,31,58235.21,207.17,Optional full-range projection,East Connie,Male,Hong Kong,1/18/2016 2:51,0
55.6,35,42993.48,225.58,Total cohesive moratorium,Wrightburgh,Female,Myanmar,7/18/2016 1:36,0
39.3,29,69718.19,208.05,Front-line bandwidth-monitored capacity,Johnstad,Female,Burundi,3/9/2016 0:41,0
55.6,35,73889.99,226.54,Optional multi-state hardware,Lake Nicole,Male,Niger,7/2/2016 20:23,0
71.33,36,38067.08,140.46,Face-to-face analyzing encryption,North Randy,Female,Sweden,2/26/2016 19:48,0
34.3,34,34191.23,168.34,Cloned explicit middleware,Kingshire,Male,Equatorial Guinea,3/11/2016 0:05,0
61.22,25,50723.67,241.03,Proactive bandwidth-monitored policy,Nelsonfurt,Male,Hong Kong,4/7/2016 15:18,0
36.73,28,71222.4,217.37,Realigned intangible benchmark,Reyesfurt,Female,Gabon,5/5/2016 9:28,0
82.07,48,52736.33,123.13,Integrated coherent pricing structure,Burgessside,Male,Turkey,7/17/2016 1:13,1
55.6,24,52252.91,182.2,Decentralized real-time circuit,West James,Female,Kazakhstan,3/31/2016 20:55,0
68.01,33,43974.49,159.77,Expanded modular application,Silvaton,Female,Greece,2/27/2016 20:20,1
77.14,33,43974.49,135.67,Customer-focused fault-tolerant implementation,Taylorhaven,Male,Afghanistan,3/24/2016 6:36,1
68.18,28,71222.4,180.88,Intuitive exuding service-desk,Jamiefort,Female,Ghana,5/6/2016 21:07,0
51.87,29,69646.35,191.82,Managed client-server access,West Christopher,Male,Eritrea,7/9/2016 11:04,0
35.61,29,56113.37,200.71,Digitized zero-defect implementation,Evansfurt,Female,Cameroon,7/18/2016 1:36,0
43.49,37,23936.86,109.29,Polarized analyzing concept,Westshire,Female,Netherlands,6/20/2016 14:20,1
